class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
poisonous;0.84;convex;grooves;pink;no;adnate;unknown;brown;4.24;1.12;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.79;convex;grooves;pink;no;adnate;unknown;pink;3.33;0.98;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.72;convex;grooves;red;no;adnate;unknown;pink;3.72;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.7;convex;grooves;pink;no;adnate;unknown;pink;3.78;0.98;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.68;convex;grooves;pink;no;adnate;unknown;brown;3.85;0.92;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;pink;no;adnate;unknown;pink;4.49;1.06;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.87;convex;grooves;pink;no;adnate;unknown;brown;4.86;1.24;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.66;convex;grooves;pink;no;adnate;unknown;brown;3.82;1.04;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.85;convex;grooves;red;no;adnate;unknown;brown;3.99;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.69;convex;grooves;brown;no;adnate;unknown;brown;3.5;0.88;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.82;convex;grooves;red;no;adnate;unknown;brown;3.64;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.76;convex;grooves;brown;no;adnate;unknown;pink;4.83;1.11;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;red;no;adnate;unknown;pink;4.47;1.04;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.79;convex;grooves;brown;no;adnate;unknown;pink;3.52;0.85;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.89;convex;grooves;red;no;adnate;unknown;pink;4.05;0.97;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.61;convex;grooves;brown;no;adnate;unknown;brown;3.72;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.75;convex;grooves;brown;no;adnate;unknown;pink;3.87;0.88;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.76;convex;grooves;pink;no;adnate;unknown;brown;3.63;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.77;convex;grooves;red;no;adnate;unknown;pink;4.0;1.11;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.58;convex;grooves;pink;no;adnate;unknown;pink;3.32;0.93;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.76;convex;grooves;pink;no;adnate;unknown;pink;4.04;1.02;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.73;convex;grooves;brown;no;adnate;unknown;pink;3.88;0.96;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.74;convex;grooves;red;no;adnate;unknown;pink;4.06;1.05;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.86;convex;grooves;red;no;adnate;unknown;pink;4.32;1.06;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.75;convex;grooves;pink;no;adnate;unknown;pink;3.53;0.98;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.64;convex;grooves;red;no;adnate;unknown;pink;4.16;0.99;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;red;no;adnate;unknown;pink;4.42;0.99;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.68;convex;grooves;pink;no;adnate;unknown;brown;3.86;0.86;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.8;convex;grooves;pink;no;adnate;unknown;pink;3.91;1.02;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.8;convex;grooves;pink;no;adnate;unknown;pink;3.56;1.03;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.72;convex;grooves;brown;no;adnate;unknown;brown;4.43;1.1;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.81;convex;grooves;brown;no;adnate;unknown;brown;4.72;1.11;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.58;convex;grooves;pink;no;adnate;unknown;pink;3.66;0.95;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.95;convex;grooves;pink;no;adnate;unknown;brown;4.23;1.08;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.59;convex;grooves;pink;no;adnate;unknown;brown;3.4;0.95;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.68;convex;grooves;brown;no;adnate;unknown;pink;3.62;0.83;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.69;convex;grooves;pink;no;adnate;unknown;pink;4.12;0.96;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.68;convex;grooves;red;no;adnate;unknown;pink;3.64;0.86;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;brown;no;adnate;unknown;pink;4.34;1.0;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.91;convex;grooves;brown;no;adnate;unknown;brown;4.53;1.11;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.81;convex;grooves;pink;no;adnate;unknown;pink;3.99;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.61;convex;grooves;brown;no;adnate;unknown;pink;3.32;0.8;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.81;convex;grooves;red;no;adnate;unknown;brown;3.42;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.76;convex;grooves;brown;no;adnate;unknown;pink;4.14;1.02;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.86;convex;grooves;brown;no;adnate;unknown;pink;4.15;1.01;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.91;convex;grooves;red;no;adnate;unknown;brown;4.38;1.2;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.71;convex;grooves;pink;no;adnate;unknown;pink;3.87;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.87;convex;grooves;brown;no;adnate;unknown;brown;4.36;1.07;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.83;convex;grooves;brown;no;adnate;unknown;pink;4.27;1.15;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.66;convex;grooves;red;no;adnate;unknown;pink;4.05;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.78;convex;grooves;red;no;adnate;unknown;pink;3.72;0.92;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.69;convex;grooves;pink;no;adnate;unknown;pink;4.05;1.15;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.69;convex;grooves;pink;no;adnate;unknown;pink;3.66;0.93;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.69;convex;grooves;red;no;adnate;unknown;pink;3.25;0.85;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.74;convex;grooves;red;no;adnate;unknown;pink;4.12;0.87;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.8;convex;grooves;pink;no;adnate;unknown;brown;4.29;1.12;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.87;convex;grooves;pink;no;adnate;unknown;pink;4.65;1.04;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.78;convex;grooves;red;no;adnate;unknown;brown;4.05;1.14;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.8;convex;grooves;pink;no;adnate;unknown;pink;4.33;1.04;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.81;convex;grooves;red;no;adnate;unknown;pink;4.21;1.06;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.62;convex;grooves;brown;no;adnate;unknown;pink;3.85;0.94;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.79;convex;grooves;red;no;adnate;unknown;pink;4.9;1.13;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.65;convex;grooves;red;no;adnate;unknown;brown;3.74;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.89;convex;grooves;red;no;adnate;unknown;pink;4.11;1.08;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.69;convex;grooves;pink;no;adnate;unknown;pink;3.89;0.94;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.64;convex;grooves;red;no;adnate;unknown;brown;3.41;0.97;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.72;convex;grooves;brown;no;adnate;unknown;pink;3.92;1.0;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.86;convex;grooves;brown;no;adnate;unknown;brown;4.27;1.09;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.75;convex;grooves;red;no;adnate;unknown;pink;3.77;1.05;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.73;convex;grooves;brown;no;adnate;unknown;brown;4.24;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.66;convex;grooves;brown;no;adnate;unknown;brown;3.13;0.85;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.65;convex;grooves;brown;no;adnate;unknown;brown;3.87;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.82;convex;grooves;pink;no;adnate;unknown;pink;3.44;0.86;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.67;convex;grooves;red;no;adnate;unknown;brown;4.14;1.12;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.7;convex;grooves;pink;no;adnate;unknown;brown;3.59;1.03;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.83;convex;grooves;pink;no;adnate;unknown;pink;4.06;0.96;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.81;convex;grooves;pink;no;adnate;unknown;brown;3.32;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.73;convex;grooves;red;no;adnate;unknown;pink;4.09;1.03;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.85;convex;grooves;pink;no;adnate;unknown;pink;3.91;1.04;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.79;convex;grooves;pink;no;adnate;unknown;pink;4.17;1.03;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.7;convex;grooves;pink;no;adnate;unknown;pink;3.99;0.99;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.79;convex;grooves;pink;no;adnate;unknown;pink;4.23;0.99;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.71;convex;grooves;pink;no;adnate;unknown;pink;3.95;1.03;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.8;convex;grooves;brown;no;adnate;unknown;brown;4.0;0.96;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.86;convex;grooves;red;no;adnate;unknown;brown;4.24;1.05;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.77;convex;grooves;pink;no;adnate;unknown;brown;4.11;1.02;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.66;convex;grooves;pink;no;adnate;unknown;pink;3.59;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.63;convex;grooves;red;no;adnate;unknown;brown;3.53;0.93;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.7;convex;grooves;red;no;adnate;unknown;pink;4.02;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.77;convex;grooves;brown;no;adnate;unknown;pink;3.75;0.9;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.76;convex;grooves;brown;no;adnate;unknown;pink;3.82;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.63;convex;grooves;red;no;adnate;unknown;pink;3.6;0.78;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.84;convex;grooves;brown;no;adnate;unknown;pink;4.51;1.11;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.7;convex;grooves;red;no;adnate;unknown;pink;3.92;0.96;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.75;convex;grooves;red;no;adnate;unknown;brown;3.7;0.92;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.7;convex;grooves;pink;no;adnate;unknown;brown;3.85;0.97;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.83;convex;grooves;brown;no;adnate;unknown;pink;4.01;1.03;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.61;convex;grooves;brown;no;adnate;unknown;brown;3.54;0.91;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.81;convex;grooves;pink;no;adnate;unknown;brown;3.59;0.93;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.62;convex;grooves;pink;no;adnate;unknown;brown;3.51;0.87;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.82;convex;grooves;pink;no;adnate;unknown;pink;3.58;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.81;convex;grooves;red;no;adnate;unknown;brown;4.1;0.93;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.71;convex;grooves;brown;no;adnate;unknown;pink;3.96;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;pink;no;adnate;unknown;brown;3.91;1.01;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.71;convex;grooves;red;no;adnate;unknown;pink;4.2;0.92;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.8;convex;grooves;red;no;adnate;unknown;brown;3.53;0.97;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.79;convex;grooves;pink;no;adnate;unknown;brown;4.08;0.99;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.58;convex;grooves;pink;no;adnate;unknown;pink;3.46;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.57;convex;grooves;brown;no;adnate;unknown;pink;3.44;0.82;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.89;convex;grooves;brown;no;adnate;unknown;brown;3.51;1.02;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.81;convex;grooves;pink;no;adnate;unknown;pink;4.21;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.88;convex;grooves;pink;no;adnate;unknown;pink;4.84;1.19;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.84;convex;grooves;red;no;adnate;unknown;pink;4.17;1.04;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.8;convex;grooves;brown;no;adnate;unknown;brown;3.84;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.68;convex;grooves;pink;no;adnate;unknown;pink;3.37;0.91;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.8;convex;grooves;brown;no;adnate;unknown;brown;3.89;0.95;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.73;convex;grooves;brown;no;adnate;unknown;pink;3.63;1.02;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.83;convex;grooves;red;no;adnate;unknown;pink;3.85;0.87;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.67;convex;grooves;brown;no;adnate;unknown;pink;3.78;0.89;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.76;convex;grooves;brown;no;adnate;unknown;pink;3.73;0.91;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.76;convex;grooves;pink;no;adnate;unknown;brown;4.26;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.71;convex;grooves;pink;no;adnate;unknown;brown;4.17;0.93;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.79;convex;grooves;red;no;adnate;unknown;brown;3.89;0.96;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.73;convex;grooves;red;no;adnate;unknown;pink;4.44;1.08;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.67;convex;grooves;red;no;adnate;unknown;pink;3.94;0.94;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.83;convex;grooves;pink;no;adnate;unknown;brown;4.16;1.06;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.63;convex;grooves;red;no;adnate;unknown;brown;3.82;1.02;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.78;convex;grooves;red;no;adnate;unknown;pink;4.03;1.01;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.81;convex;grooves;red;no;adnate;unknown;pink;3.63;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.57;convex;grooves;pink;no;adnate;unknown;pink;3.45;0.8;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.61;convex;grooves;red;no;adnate;unknown;pink;3.93;0.94;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.71;convex;grooves;pink;no;adnate;unknown;brown;3.75;0.93;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.78;convex;grooves;red;no;adnate;unknown;pink;4.5;1.04;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.74;convex;grooves;brown;no;adnate;unknown;brown;4.32;1.02;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.86;convex;grooves;red;no;adnate;unknown;pink;4.0;1.03;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.71;convex;grooves;brown;no;adnate;unknown;pink;3.99;1.06;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.68;convex;grooves;brown;no;adnate;unknown;pink;3.79;1.06;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.74;convex;grooves;pink;no;adnate;unknown;brown;4.33;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.77;convex;grooves;pink;no;adnate;unknown;brown;3.97;1.09;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.78;convex;grooves;red;no;adnate;unknown;pink;4.53;1.13;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.7;convex;grooves;pink;no;adnate;unknown;pink;3.43;0.96;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.73;convex;grooves;brown;no;adnate;unknown;pink;3.93;0.92;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.77;convex;grooves;brown;no;adnate;unknown;pink;4.23;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.65;convex;grooves;red;no;adnate;unknown;pink;3.77;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.78;convex;grooves;brown;no;adnate;unknown;pink;4.21;1.06;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.68;convex;grooves;brown;no;adnate;unknown;brown;3.77;0.87;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.77;convex;grooves;brown;no;adnate;unknown;pink;4.09;0.95;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.88;convex;grooves;pink;no;adnate;unknown;pink;4.83;1.14;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.9;convex;grooves;pink;no;adnate;unknown;brown;4.66;1.06;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.86;convex;grooves;red;no;adnate;unknown;pink;4.29;1.11;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.85;convex;grooves;brown;no;adnate;unknown;pink;4.65;1.19;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.63;convex;grooves;red;no;adnate;unknown;brown;3.45;0.86;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.65;convex;grooves;pink;no;adnate;unknown;pink;3.78;0.94;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.83;convex;grooves;pink;no;adnate;unknown;pink;4.1;1.01;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.83;convex;grooves;red;no;adnate;unknown;brown;4.16;1.08;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.71;convex;grooves;red;no;adnate;unknown;brown;4.3;1.04;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.69;convex;grooves;red;no;adnate;unknown;brown;4.06;0.91;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.72;convex;grooves;red;no;adnate;unknown;pink;4.31;0.96;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.86;convex;grooves;pink;no;adnate;unknown;brown;4.28;1.08;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.75;convex;grooves;pink;no;adnate;unknown;brown;3.93;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.71;convex;grooves;pink;no;adnate;unknown;pink;4.57;1.11;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.65;convex;grooves;red;no;adnate;unknown;pink;3.62;0.97;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.7;convex;grooves;brown;no;adnate;unknown;pink;4.32;1.0;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.65;convex;grooves;red;no;adnate;unknown;pink;3.8;0.91;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.88;convex;grooves;pink;no;adnate;unknown;brown;4.33;1.04;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.73;convex;grooves;pink;no;adnate;unknown;pink;4.03;0.95;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.95;convex;grooves;red;no;adnate;unknown;pink;4.52;1.12;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.75;convex;grooves;brown;no;adnate;unknown;brown;3.94;1.03;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.74;convex;grooves;brown;no;adnate;unknown;brown;3.76;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.82;convex;grooves;red;no;adnate;unknown;brown;4.16;1.09;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.82;convex;grooves;pink;no;adnate;unknown;brown;3.88;1.02;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.87;convex;grooves;red;no;adnate;unknown;brown;3.85;1.0;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.85;convex;grooves;brown;no;adnate;unknown;brown;4.15;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.68;convex;grooves;pink;no;adnate;unknown;pink;3.61;1.1;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.66;convex;grooves;pink;no;adnate;unknown;brown;3.69;0.87;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.76;convex;grooves;brown;no;adnate;unknown;brown;4.02;1.1;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.78;convex;grooves;pink;no;adnate;unknown;brown;4.28;1.03;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.75;convex;grooves;pink;no;adnate;unknown;pink;4.72;1.19;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.81;convex;grooves;red;no;adnate;unknown;pink;3.64;0.87;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.65;convex;grooves;pink;no;adnate;unknown;brown;3.54;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.86;convex;grooves;pink;no;adnate;unknown;pink;4.25;1.05;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.59;convex;grooves;brown;no;adnate;unknown;pink;3.53;0.93;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.78;convex;grooves;brown;no;adnate;unknown;pink;3.75;0.96;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.58;convex;grooves;pink;no;adnate;unknown;brown;4.01;0.91;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.64;convex;grooves;red;no;adnate;unknown;brown;4.09;0.95;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.77;convex;grooves;red;no;adnate;unknown;pink;4.43;1.1;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.85;convex;grooves;red;no;adnate;unknown;brown;3.85;1.08;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;summer
poisonous;0.86;convex;grooves;red;no;adnate;unknown;brown;4.47;1.04;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;spring
poisonous;0.81;convex;grooves;pink;no;adnate;unknown;brown;4.0;1.0;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
poisonous;0.65;convex;grooves;red;no;adnate;unknown;pink;3.9;0.98;unknown;smooth;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.82;convex;grooves;pink;no;adnate;unknown;pink;3.93;0.96;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;autumn
poisonous;0.69;convex;grooves;red;no;adnate;unknown;pink;4.09;1.03;unknown;shiny;black;unknown;unknown;none;none;unknown;woods;winter
